event_name,event_time,value,currency,order_id,em,ph
Purchase,2026-06-07T01:12:58Z,189.99,USD,7861e375-4d49-49a2-9f2f-fdc1b8ad356e,4c5ef178d7dd30cc4eee14c9be3b1dd3d97a7edf3933d6ba443cd81c6ce97c11,
